<DIMENSION> 51
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	759
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	79
42	66	 0	 0	 0	 0	102
42	68	 0	 0	 0	 0	100
42	65	 0	 0	 0	 0	77
40	69	 0	 0	 0	 0	261
40	66	 0	 0	 0	 0	196
38	68	 0	 0	 0	 0	260
38	70	 0	 0	 0	 0	301
35	66	 0	 0	 0	 0	134
35	69	 0	 0	 0	 0	59
25	85	 0	 0	 0	 0	312
22	75	 0	 0	 0	 0	22
22	85	 0	 0	 0	 0	190
20	80	 0	 0	 0	 0	239
20	85	 0	 0	 0	 0	26
18	75	 0	 0	 0	 0	264
15	75	 0	 0	 0	 0	177
15	80	 0	 0	 0	 0	94
30	50	 0	 0	 0	 0	218
30	52	 0	 0	 0	 0	248
28	52	 0	 0	 0	 0	141
28	55	 0	 0	 0	 0	12
25	50	 0	 0	 0	 0	157
25	52	 0	 0	 0	 0	326
25	55	 0	 0	 0	 0	19
23	52	 0	 0	 0	 0	302
23	55	 0	 0	 0	 0	209
20	50	 0	 0	 0	 0	76
20	55	 0	 0	 0	 0	309
10	35	 0	 0	 0	 0	126
10	40	 0	 0	 0	 0	345
8	40	 0	 0	 0	 0	109
8	45	 0	 0	 0	 0	334
5	35	 0	 0	 0	 0	50
5	45	 0	 0	 0	 0	191
2	40	 0	 0	 0	 0	329
0	40	 0	 0	 0	 0	231
0	45	 0	 0	 0	 0	290
35	30	 0	 0	 0	 0	309
35	32	 0	 0	 0	 0	299
33	32	 0	 0	 0	 0	275
33	35	 0	 0	 0	 0	52
32	30	 0	 0	 0	 0	248
30	30	 0	 0	 0	 0	250
30	32	 0	 0	 0	 0	61
30	35	 0	 0	 0	 0	232
28	30	 0	 0	 0	 0	292
28	35	 0	 0	 0	 0	45
26	32	 0	 0	 0	 0	213
25	85	 0	 0	 0	 0	0
22	75	 0	 0	 0	 0	121
22	85	 0	 0	 0	 0	157
20	80	 0	 0	 0	 0	153
20	85	 0	 0	 0	 0	119
18	75	 0	 0	 0	 0	399
15	75	 0	 0	 0	 0	299
15	80	 0	 0	 0	 0	398
10	35	 0	 0	 0	 0	460
10	40	 0	 0	 0	 0	206
8	40	 0	 0	 0	 0	91
8	45	 0	 0	 0	 0	478
5	35	 0	 0	 0	 0	34
5	45	 0	 0	 0	 0	290
2	40	 0	 0	 0	 0	365
0	40	 0	 0	 0	 0	40
0	45	 0	 0	 0	 0	404
44	5	 0	 0	 0	 0	271
42	10	 0	 0	 0	 0	143
42	15	 0	 0	 0	 0	333
40	5	 0	 0	 0	 0	380
40	15	 0	 0	 0	 0	216
38	5	 0	 0	 0	 0	19
38	15	 0	 0	 0	 0	240
35	5	 0	 0	 0	 0	499
95	30	 0	 0	 0	 0	29
95	35	 0	 0	 0	 0	461
92	30	 0	 0	 0	 0	320
90	35	 0	 0	 0	 0	117
88	30	 0	 0	 0	 0	472
88	35	 0	 0	 0	 0	193
87	30	 0	 0	 0	 0	528
85	25	 0	 0	 0	 0	167
85	35	 0	 0	 0	 0	511
67	85	 0	 0	 0	 0	77
65	85	 0	 0	 0	 0	292
65	82	 0	 0	 0	 0	504
62	80	 0	 0	 0	 0	353
60	80	 0	 0	 0	 0	443
60	85	 0	 0	 0	 0	473
58	75	 0	 0	 0	 0	458
55	80	 0	 0	 0	 0	421
55	85	 0	 0	 0	 0	80
55	82	 0	 0	 0	 0	380
20	82	 0	 0	 0	 0	382
18	80	 0	 0	 0	 0	94
2	45	 0	 0	 0	 0	355
42	5	 0	 0	 0	 0	447
42	12	 0	 0	 0	 0	68
72	35	 0	 0	 0	 0	325
